timestamp,load_kw,pv_kw,buy_price,sell_price,p_battery_kw
2025-01-02 01:00:00,1.281,0.0,0.244,0.0952,0.0
2025-01-02 01:15:00,1.252,0.0,0.244,0.1055,0.0
2025-01-02 01:30:00,1.259,0.001,0.244,0.0972,0.0
2025-01-02 01:45:00,1.004,0.001,0.244,0.1048,0.0
2025-01-02 02:00:00,1.183,0.001,0.244,0.1241,0.0
2025-01-02 02:15:00,1.275,0.002,0.244,0.0951,0.0
2025-01-02 02:30:00,0.948,0.001,0.244,0.0964,0.0
2025-01-02 02:45:00,1.418,0.0,0.244,0.0942,0.0
2025-01-02 03:00:00,1.188,0.001,0.244,0.1029,0.0
2025-01-02 03:15:00,1.188,0.0,0.244,0.1229,0.0
2025-01-02 03:30:00,1.146,0.0,0.244,0.0935,0.0
2025-01-02 03:45:00,1.046,0.001,0.244,0.0996,0.0
2025-01-02 04:00:00,1.247,0.0,0.244,0.104,0.0
2025-01-02 04:15:00,1.274,0.0,0.244,0.1055,0.0
2025-01-02 04:30:00,1.434,0.002,0.244,0.1251,0.0
2025-01-02 04:45:00,1.271,0.0,0.244,0.1026,0.0
2025-01-02 05:00:00,1.265,0.0,0.244,0.1145,0.0
2025-01-02 05:15:00,1.291,0.0,0.244,0.1234,0.0
2025-01-02 05:30:00,1.289,0.0,0.244,0.0997,0.0
2025-01-02 05:45:00,1.22,0.0,0.244,0.1177,0.0
2025-01-02 06:00:00,1.136,0.001,0.244,0.1173,0.0
2025-01-02 06:15:00,1.303,0.001,0.244,0.1089,0.0
2025-01-02 06:30:00,1.535,0.002,0.244,0.099,0.0
2025-01-02 06:45:00,1.638,0.0,0.244,0.1227,0.0
2025-01-02 07:00:00,1.902,0.001,0.2682,0.1186,0.0
2025-01-02 07:15:00,2.047,0.0,0.2682,0.1127,0.0
2025-01-02 07:30:00,2.344,0.012,0.2682,0.1262,0.0
2025-01-02 07:45:00,2.217,0.22,0.2682,0.1037,0.0
2025-01-02 08:00:00,2.794,0.427,0.254,0.1167,2.367
2025-01-02 08:15:00,2.725,0.536,0.254,0.1065,2.189
2025-01-02 08:30:00,2.783,0.927,0.254,0.1165,1.856
2025-01-02 08:45:00,2.696,0.829,0.254,0.1123,1.867
2025-01-02 09:00:00,1.944,1.013,0.254,0.1021,0.931
2025-01-02 09:15:00,1.814,1.323,0.254,0.1011,0.491
2025-01-02 09:30:00,1.831,1.616,0.254,0.1037,0.215
2025-01-02 09:45:00,1.751,1.524,0.254,0.1151,0.227
2025-01-02 10:00:00,1.953,1.623,0.254,0.1013,0.33
2025-01-02 10:15:00,1.671,1.879,0.254,0.1008,0.0
2025-01-02 10:30:00,1.913,1.549,0.254,0.0919,0.364
2025-01-02 10:45:00,1.717,1.668,0.254,0.1069,0.049
2025-01-02 11:00:00,1.963,1.969,0.254,0.1003,0.0
2025-01-02 11:15:00,2.092,2.099,0.254,0.0928,0.0
2025-01-02 11:30:00,1.879,2.278,0.254,0.1026,0.0
2025-01-02 11:45:00,1.97,1.892,0.254,0.1044,0.078
2025-01-02 12:00:00,1.122,1.955,0.254,0.0855,0.0
2025-01-02 12:15:00,1.888,1.875,0.254,0.0836,0.013
2025-01-02 12:30:00,2.245,1.703,0.254,0.0907,0.542
2025-01-02 12:45:00,2.588,1.592,0.254,0.0923,0.996
2025-01-02 13:00:00,2.73,1.585,0.254,0.0921,1.145
2025-01-02 13:15:00,2.482,1.717,0.254,0.0995,0.765
2025-01-02 13:30:00,2.291,2.235,0.254,0.0846,0.056
2025-01-02 13:45:00,1.63,1.51,0.254,0.1042,0.12
2025-01-02 14:00:00,1.611,1.457,0.254,0.0998,0.154
2025-01-02 14:15:00,1.675,1.515,0.254,0.0885,0.16
2025-01-02 14:30:00,1.454,1.24,0.254,0.0994,0.214
2025-01-02 14:45:00,1.517,1.403,0.254,0.1081,0.114
2025-01-02 15:00:00,1.61,1.344,0.254,0.0935,0.266
2025-01-02 15:15:00,1.675,1.075,0.254,0.0826,0.6
2025-01-02 15:30:00,1.584,0.858,0.254,0.0938,0.726
2025-01-02 15:45:00,1.5,0.539,0.254,0.0861,0.961
2025-01-02 16:00:00,1.635,0.486,0.254,0.1312,1.149
2025-01-02 16:15:00,1.608,0.228,0.254,0.0992,1.38
2025-01-02 16:30:00,1.792,0.008,0.254,0.1115,1.784
2025-01-02 16:45:00,1.574,0.001,0.254,0.1214,1.573
2025-01-02 17:00:00,1.264,0.0,0.254,0.1286,1.264
2025-01-02 17:15:00,1.968,0.0,0.254,0.1178,1.968
2025-01-02 17:30:00,2.837,0.001,0.254,0.1067,2.836
2025-01-02 17:45:00,3.151,0.0,0.254,0.1224,3.151
2025-01-02 18:00:00,3.688,0.003,0.254,0.1162,3.685
2025-01-02 18:15:00,3.965,0.0,0.254,0.1115,3.965
2025-01-02 18:30:00,4.14,0.0,0.254,0.1174,4.14
2025-01-02 18:45:00,3.976,0.0,0.254,0.1005,0.0
2025-01-02 19:00:00,3.759,0.0,0.2682,0.111,0.0
2025-01-02 19:15:00,3.555,0.001,0.2682,0.1037,0.0
2025-01-02 19:30:00,2.903,0.002,0.2682,0.1161,0.0
2025-01-02 19:45:00,1.917,0.001,0.2682,0.1308,0.0
2025-01-02 20:00:00,3.211,0.0,0.2682,0.1178,0.0
2025-01-02 20:15:00,3.137,0.001,0.2682,0.1149,0.0
2025-01-02 20:30:00,2.96,0.0,0.2682,0.1046,0.0
2025-01-02 20:45:00,3.23,0.001,0.2682,0.1342,0.0
2025-01-02 21:00:00,3.003,0.0,0.2682,0.1181,0.0
2025-01-02 21:15:00,3.249,0.0,0.2682,0.1319,0.0
2025-01-02 21:30:00,3.317,0.0,0.2682,0.1083,0.0
2025-01-02 21:45:00,3.046,0.0,0.2682,0.1093,0.0
2025-01-02 22:00:00,2.166,0.0,0.2682,0.1292,0.0
2025-01-02 22:15:00,1.944,0.0,0.2682,0.1151,0.0
2025-01-02 22:30:00,1.894,0.0,0.2682,0.1378,0.0
2025-01-02 22:45:00,1.614,0.0,0.2682,0.1256,0.0
2025-01-02 23:00:00,1.66,0.0,0.244,0.1126,-8.0
2025-01-02 23:15:00,1.436,0.0,0.244,0.1235,-8.0
2025-01-02 23:30:00,1.44,0.001,0.244,0.0928,-8.0
2025-01-02 23:45:00,1.472,0.0,0.244,0.1011,-8.0
2025-01-03 00:00:00,1.135,0.001,0.244,0.125,-8.0
2025-01-03 00:15:00,1.076,0.0,0.244,0.1147,-8.0
2025-01-03 00:30:00,1.282,0.0,0.244,0.1091,-1.6567
2025-01-03 00:45:00,1.295,0.001,0.244,0.0928,0.0
2025-01-03 01:00:00,1.366,0.001,0.244,0.1013,0.0
2025-01-03 01:15:00,1.318,0.001,0.244,0.1248,0.0
2025-01-03 01:30:00,1.256,0.0,0.244,0.1205,0.0
2025-01-03 01:45:00,1.416,0.001,0.244,0.096,0.0
2025-01-03 02:00:00,1.117,0.002,0.244,0.1177,0.0
2025-01-03 02:15:00,1.124,0.001,0.244,0.1028,0.0
2025-01-03 02:30:00,1.109,0.0,0.244,0.0988,0.0
2025-01-03 02:45:00,1.297,0.0,0.244,0.0929,0.0
2025-01-03 03:00:00,1.093,0.001,0.244,0.1199,0.0
2025-01-03 03:15:00,1.327,0.0,0.244,0.1084,0.0
2025-01-03 03:30:00,1.317,0.0,0.244,0.1039,0.0
2025-01-03 03:45:00,1.297,0.0,0.244,0.1036,0.0
2025-01-03 04:00:00,1.37,0.001,0.244,0.0964,0.0
2025-01-03 04:15:00,1.173,0.0,0.244,0.1259,0.0
2025-01-03 04:30:00,1.272,0.0,0.244,0.1218,0.0
2025-01-03 04:45:00,1.221,0.0,0.244,0.1169,0.0
2025-01-03 05:00:00,1.268,0.001,0.244,0.1141,0.0
2025-01-03 05:15:00,1.335,0.002,0.244,0.0953,0.0
2025-01-03 05:30:00,1.219,0.0,0.244,0.118,0.0
2025-01-03 05:45:00,1.23,0.0,0.244,0.1099,0.0
2025-01-03 06:00:00,1.399,0.0,0.244,0.1,0.0
2025-01-03 06:15:00,1.359,0.0,0.244,0.1173,0.0
2025-01-03 06:30:00,1.47,0.0,0.244,0.1019,0.0
2025-01-03 06:45:00,1.618,0.0,0.244,0.0975,0.0
2025-01-03 07:00:00,1.993,0.0,0.2682,0.1333,0.0
2025-01-03 07:15:00,1.916,0.0,0.2682,0.1081,0.0
2025-01-03 07:30:00,2.124,0.011,0.2682,0.1035,0.0
2025-01-03 07:45:00,2.488,0.207,0.2682,0.1093,0.0
2025-01-03 08:00:00,2.739,0.352,0.254,0.1024,2.387
2025-01-03 08:15:00,2.961,0.582,0.254,0.1298,2.379
2025-01-03 08:30:00,2.56,0.757,0.254,0.1049,1.803
2025-01-03 08:45:00,3.036,1.036,0.254,0.1169,2.0
2025-01-03 09:00:00,1.716,0.894,0.254,0.1035,0.822
2025-01-03 09:15:00,1.576,1.227,0.254,0.0994,0.349
2025-01-03 09:30:00,1.878,1.503,0.254,0.1119,0.375
2025-01-03 09:45:00,1.612,1.546,0.254,0.1058,0.066
2025-01-03 10:00:00,1.873,1.617,0.254,0.0956,0.256
2025-01-03 10:15:00,1.811,1.94,0.254,0.0849,0.0
2025-01-03 10:30:00,2.038,1.769,0.254,0.094,0.269
2025-01-03 10:45:00,1.965,1.55,0.254,0.0999,0.415
2025-01-03 11:00:00,1.801,2.187,0.254,0.0891,0.0
2025-01-03 11:15:00,2.121,1.967,0.254,0.0856,0.154
2025-01-03 11:30:00,1.706,1.506,0.254,0.0957,0.2
2025-01-03 11:45:00,2.182,2.13,0.254,0.101,0.052
2025-01-03 12:00:00,1.141,2.236,0.254,0.098,0.0
2025-01-03 12:15:00,1.731,1.75,0.254,0.0854,0.0
2025-01-03 12:30:00,2.197,2.287,0.254,0.1074,0.0
2025-01-03 12:45:00,2.607,2.157,0.254,0.1066,0.45
2025-01-03 13:00:00,2.591,1.94,0.254,0.0834,0.651
2025-01-03 13:15:00,2.725,2.176,0.254,0.0876,0.549
2025-01-03 13:30:00,2.207,1.597,0.254,0.1117,0.61
2025-01-03 13:45:00,1.754,1.251,0.254,0.1045,0.503
2025-01-03 14:00:00,1.521,1.468,0.254,0.1121,0.053
2025-01-03 14:15:00,1.521,1.401,0.254,0.087,0.12
2025-01-03 14:30:00,1.662,1.22,0.254,0.1119,0.442
2025-01-03 14:45:00,1.684,1.252,0.254,0.1119,0.432
2025-01-03 15:00:00,1.674,1.141,0.254,0.1024,0.533
2025-01-03 15:15:00,1.482,0.959,0.254,0.0903,0.523
2025-01-03 15:30:00,1.798,0.837,0.254,0.0884,0.961
2025-01-03 15:45:00,1.815,0.527,0.254,0.0953,1.288
2025-01-03 16:00:00,1.624,0.377,0.254,0.1102,1.247
2025-01-03 16:15:00,1.959,0.166,0.254,0.1289,1.793
2025-01-03 16:30:00,1.704,0.014,0.254,0.1312,1.69
2025-01-03 16:45:00,1.718,0.001,0.254,0.1099,1.717
2025-01-03 17:00:00,1.197,0.0,0.254,0.1185,1.197
2025-01-03 17:15:00,2.005,0.0,0.254,0.1249,2.005
2025-01-03 17:30:00,2.797,0.0,0.254,0.1199,2.797
2025-01-03 17:45:00,3.323,0.0,0.254,0.1249,3.323
2025-01-03 18:00:00,3.578,0.0,0.254,0.1229,3.578
2025-01-03 18:15:00,3.856,0.001,0.254,0.0982,3.855
2025-01-03 18:30:00,4.317,0.0,0.254,0.1123,4.317
2025-01-03 18:45:00,3.862,0.001,0.254,0.1028,0.0
2025-01-03 19:00:00,3.61,0.001,0.2682,0.1081,0.0
2025-01-03 19:15:00,3.291,0.0,0.2682,0.1148,0.0
2025-01-03 19:30:00,2.712,0.0,0.2682,0.1296,0.0
2025-01-03 19:45:00,1.844,0.001,0.2682,0.1066,0.0
2025-01-03 20:00:00,2.985,0.0,0.2682,0.1222,0.0
2025-01-03 20:15:00,2.981,0.001,0.2682,0.1128,0.0
2025-01-03 20:30:00,3.284,0.0,0.2682,0.103,0.0
2025-01-03 20:45:00,3.143,0.0,0.2682,0.1304,0.0
2025-01-03 21:00:00,3.025,0.0,0.2682,0.1085,0.0
2025-01-03 21:15:00,3.055,0.0,0.2682,0.1113,0.0
2025-01-03 21:30:00,2.95,0.001,0.2682,0.1341,0.0
2025-01-03 21:45:00,3.099,0.0,0.2682,0.1302,0.0
2025-01-03 22:00:00,2.214,0.0,0.2682,0.126,0.0
2025-01-03 22:15:00,1.885,0.0,0.2682,0.1147,0.0
2025-01-03 22:30:00,2.086,0.0,0.2682,0.1391,0.0
2025-01-03 22:45:00,1.635,0.001,0.2682,0.135,0.0
2025-01-03 23:00:00,1.75,0.0,0.244,0.1074,-8.0
2025-01-03 23:15:00,1.591,0.0,0.244,0.1191,-8.0
2025-01-03 23:30:00,1.444,0.0,0.244,0.0982,-8.0
2025-01-03 23:45:00,1.311,0.0,0.244,0.1199,-8.0
2025-01-04 00:00:00,1.157,0.0,0.244,0.1157,-8.0
2025-01-04 00:15:00,1.259,0.0,0.244,0.0984,-8.0
2025-01-04 00:30:00,1.263,0.001,0.244,0.1033,-3.29
2025-01-04 00:45:00,1.351,0.001,0.244,0.1259,0.0
2025-01-04 01:00:00,1.377,0.0,0.244,0.103,0.0
2025-01-04 01:15:00,1.296,0.0,0.244,0.0981,0.0
2025-01-04 01:30:00,1.149,0.0,0.244,0.1037,0.0
2025-01-04 01:45:00,1.371,0.001,0.244,0.1258,0.0
2025-01-04 02:00:00,1.27,0.0,0.244,0.1087,0.0
2025-01-04 02:15:00,1.215,0.0,0.244,0.1233,0.0
2025-01-04 02:30:00,1.328,0.0,0.244,0.1225,0.0
2025-01-04 02:45:00,1.242,0.0,0.244,0.111,0.0
2025-01-04 03:00:00,1.272,0.0,0.244,0.1159,0.0
2025-01-04 03:15:00,1.33,0.001,0.244,0.1194,0.0
2025-01-04 03:30:00,1.455,0.0,0.244,0.1013,0.0
2025-01-04 03:45:00,1.209,0.0,0.244,0.1083,0.0
2025-01-04 04:00:00,1.401,0.002,0.244,0.1074,0.0
2025-01-04 04:15:00,1.015,0.001,0.244,0.1078,0.0
2025-01-04 04:30:00,1.203,0.0,0.244,0.1122,0.0
2025-01-04 04:45:00,1.284,0.0,0.244,0.1054,0.0
2025-01-04 05:00:00,1.267,0.001,0.244,0.1251,0.0
2025-01-04 05:15:00,1.387,0.001,0.244,0.1155,0.0
2025-01-04 05:30:00,1.253,0.0,0.244,0.1219,0.0
2025-01-04 05:45:00,1.335,0.001,0.244,0.0999,0.0
2025-01-04 06:00:00,1.234,0.001,0.244,0.1189,0.0
2025-01-04 06:15:00,1.192,0.0,0.244,0.1151,0.0
2025-01-04 06:30:00,1.676,0.001,0.244,0.0932,0.0
2025-01-04 06:45:00,1.781,0.0,0.244,0.1214,0.0
2025-01-04 07:00:00,1.836,0.0,0.2682,0.1233,0.0
2025-01-04 07:15:00,1.966,0.0,0.2682,0.1159,0.0
2025-01-04 07:30:00,2.19,0.027,0.2682,0.1253,0.0
2025-01-04 07:45:00,2.423,0.243,0.2682,0.1369,0.0
2025-01-04 08:00:00,2.812,0.329,0.2682,0.1052,0.0
2025-01-04 08:15:00,2.706,0.627,0.2682,0.1197,0.0
2025-01-04 08:30:00,2.749,0.892,0.2682,0.1383,0.0
2025-01-04 08:45:00,2.665,0.976,0.2682,0.1186,0.0
2025-01-04 09:00:00,1.824,1.16,0.2682,0.1188,0.0
2025-01-04 09:15:00,1.55,1.116,0.2682,0.1111,0.0
2025-01-04 09:30:00,1.682,1.348,0.2682,0.1198,0.0
2025-01-04 09:45:00,1.722,1.141,0.2682,0.1208,0.0
2025-01-04 10:00:00,2.531,1.833,0.2682,0.1008,0.0
2025-01-04 10:15:00,2.621,1.495,0.2682,0.117,0.0
2025-01-04 10:30:00,2.68,1.597,0.2682,0.1038,0.0
2025-01-04 10:45:00,2.611,1.555,0.2682,0.0881,0.0
2025-01-04 11:00:00,2.499,1.702,0.2682,0.1151,0.0
2025-01-04 11:15:00,2.69,2.015,0.2682,0.0885,0.0
2025-01-04 11:30:00,2.572,1.796,0.2682,0.1096,0.0
2025-01-04 11:45:00,2.564,2.116,0.2682,0.1114,0.0
2025-01-04 12:00:00,2.026,2.144,0.2682,0.1059,0.0
2025-01-04 12:15:00,2.572,1.954,0.2682,0.1052,0.0
2025-01-04 12:30:00,3.134,2.18,0.2682,0.0971,0.0
2025-01-04 12:45:00,3.459,2.196,0.2682,0.0872,0.0
2025-01-04 13:00:00,3.447,1.696,0.2682,0.1167,0.0
2025-01-04 13:15:00,3.368,1.813,0.2682,0.1182,0.0
2025-01-04 13:30:00,2.999,2.263,0.2682,0.1156,0.0
2025-01-04 13:45:00,2.479,1.445,0.2682,0.1047,0.0
2025-01-04 14:00:00,1.759,1.803,0.2682,0.1099,0.0
2025-01-04 14:15:00,1.684,1.523,0.2682,0.0991,0.0
2025-01-04 14:30:00,1.734,1.285,0.2682,0.0878,0.0
2025-01-04 14:45:00,1.734,0.909,0.2682,0.0921,0.0
2025-01-04 15:00:00,1.774,0.895,0.2682,0.1136,0.0
2025-01-04 15:15:00,1.758,0.715,0.2682,0.1077,0.0
2025-01-04 15:30:00,1.575,0.794,0.2682,0.1081,0.0
2025-01-04 15:45:00,1.671,0.632,0.2682,0.0935,0.0
2025-01-04 16:00:00,1.766,0.429,0.2682,0.1357,0.0
2025-01-04 16:15:00,1.467,0.208,0.2682,0.1109,0.0
2025-01-04 16:30:00,1.617,0.025,0.2682,0.1341,0.0
2025-01-04 16:45:00,1.614,0.0,0.2682,0.132,0.0
2025-01-04 17:00:00,1.309,0.0,0.2682,0.1109,0.0
2025-01-04 17:15:00,2.281,0.001,0.2682,0.1347,0.0
2025-01-04 17:30:00,2.7,0.0,0.2682,0.1154,0.0
2025-01-04 17:45:00,3.221,0.0,0.2682,0.1358,0.0
2025-01-04 18:00:00,3.711,0.0,0.2682,0.1206,0.0
2025-01-04 18:15:00,4.035,0.0,0.2682,0.1068,0.0
2025-01-04 18:30:00,4.079,0.0,0.2682,0.1305,0.0
2025-01-04 18:45:00,4.083,0.0,0.2682,0.1349,0.0
2025-01-04 19:00:00,3.996,0.0,0.2682,0.1093,0.0
2025-01-04 19:15:00,3.865,0.0,0.2682,0.1223,0.0
2025-01-04 19:30:00,3.201,0.001,0.2682,0.116,0.0
2025-01-04 19:45:00,2.508,0.0,0.2682,0.1206,0.0
2025-01-04 20:00:00,3.628,0.0,0.2682,0.1294,0.0
2025-01-04 20:15:00,3.364,0.0,0.2682,0.1281,0.0
2025-01-04 20:30:00,3.311,0.0,0.2682,0.111,0.0
2025-01-04 20:45:00,3.513,0.002,0.2682,0.1203,0.0
2025-01-04 21:00:00,3.521,0.0,0.2682,0.13,0.0
2025-01-04 21:15:00,3.509,0.0,0.2682,0.1036,0.0
2025-01-04 21:30:00,3.531,0.001,0.2682,0.1222,0.0
2025-01-04 21:45:00,3.466,0.0,0.2682,0.1229,0.0
2025-01-04 22:00:00,2.262,0.0,0.2682,0.1097,0.0
2025-01-04 22:15:00,2.084,0.0,0.2682,0.1339,0.0
2025-01-04 22:30:00,1.754,0.0,0.2682,0.1356,0.0
2025-01-04 22:45:00,1.687,0.001,0.2682,0.1112,0.0
2025-01-04 23:00:00,1.615,0.0,0.244,0.1072,0.0
2025-01-04 23:15:00,1.5,0.0,0.244,0.1082,0.0
2025-01-04 23:30:00,1.49,0.0,0.244,0.1244,0.0
2025-01-04 23:45:00,1.428,0.0,0.244,0.119,0.0
2025-01-05 00:00:00,1.319,0.001,0.244,0.1234,0.0
2025-01-05 00:15:00,1.003,0.001,0.244,0.1254,0.0
2025-01-05 00:30:00,1.353,0.0,0.244,0.1165,0.0
2025-01-05 00:45:00,1.135,0.0,0.244,0.1155,0.0
2025-01-05 01:00:00,1.287,0.001,0.244,0.1218,0.0
2025-01-05 01:15:00,1.213,0.0,0.244,0.1245,0.0
2025-01-05 01:30:00,1.232,0.0,0.244,0.1135,0.0
2025-01-05 01:45:00,0.992,0.0,0.244,0.1058,0.0
2025-01-05 02:00:00,1.191,0.0,0.244,0.1131,0.0
2025-01-05 02:15:00,1.199,0.001,0.244,0.113,0.0
2025-01-05 02:30:00,1.346,0.0,0.244,0.1199,0.0
2025-01-05 02:45:00,1.481,0.0,0.244,0.1232,0.0
2025-01-05 03:00:00,1.324,0.002,0.244,0.1057,0.0
2025-01-05 03:15:00,1.235,0.0,0.244,0.1077,0.0
2025-01-05 03:30:00,1.326,0.001,0.244,0.0928,0.0
2025-01-05 03:45:00,1.206,0.0,0.244,0.109,0.0
2025-01-05 04:00:00,1.289,0.0,0.244,0.1206,0.0
2025-01-05 04:15:00,1.396,0.0,0.244,0.1261,0.0
2025-01-05 04:30:00,1.175,0.001,0.244,0.104,0.0
2025-01-05 04:45:00,1.096,0.0,0.244,0.1133,0.0
2025-01-05 05:00:00,1.446,0.001,0.244,0.1188,0.0
2025-01-05 05:15:00,1.193,0.001,0.244,0.1021,0.0
2025-01-05 05:30:00,1.115,0.0,0.244,0.0967,0.0
